"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HAI-1 Achievement Threshold","HAI-1 Benchmark","HAI-1 Baseline Rate","HAI-1 Performance Rate","HAI-1 Achievement Points","HAI-1 Improvement Points","HAI-1 Measure Score","HAI-2 Achievement Threshold","HAI-2 Benchmark","HAI-2 Baseline Rate","HAI-2 Performance Rate","HAI-2 Achievement Points","HAI-2 Improvement Points","HAI-2 Measure Score","Combined SSI Measure Score","HAI-3 Achievement Threshold","HAI-3 Benchmark","HAI-3 Baseline Rate","HAI-3 Performance Rate","HAI-3 Achievement Points","HAI-3 Improvement Points","HAI-3 Measure Score","HAI-4 Achievement Threshold","HAI-4 Benchmark","HAI-4 Baseline Rate","HAI-4 Performance Rate","HAI-4 Achievement Points","HAI-4 Improvement Points","HAI-4 Measure Score","HAI-5 Achievement Threshold","HAI-5 Benchmark","HAI-5 Baseline Rate","HAI-5 Performance Rate","HAI-5 Achievement Points","HAI-5 Improvement Points","HAI-5 Measure Score","HAI-6 Achievement Threshold","HAI-6 Benchmark","HAI-6 Baseline Rate","HAI-6 Performance Rate","HAI-6 Achievement Points","HAI-6 Improvement Points","HAI-6 Measure Score"
"2021","240071",DISTRICT ONE HOSPITAL,"200 STATE AVENUE",FARIBAULT,MN,"55021",Rice,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067",Not Available,Not Available,Not Available,Not Available,Not Available
"2021","240075",ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,"523 NORTH 3RD STREET",BRAINERD,MN,"56401",Crow Wing,"0.687","0.000","0.000","0.851","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.000","0.718","1 out of 10","0 out of 9","1 out of 10","0 out of 10","0.754","0.000","0.000","1.313","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.333","0.309","6 out of 10","0 out of 9","6 out of 10"
"2021","240076",BUFFALO HOSPITAL,"303 CATLIN ST",BUFFALO,MN,"55313",Wright,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.436","5 out of 10","0 out of 9","5 out of 10"
"2021","240078",FAIRVIEW SOUTHDALE HOSPITAL,"6401 FRANCE AVENUE SOUTH",EDINA,MN,"55435",Hennepin,"0.687","0.000","1.353","0.467","3 out of 10","6 out of 9","6 out of 10","0.774","0.000","1.432","0.531","3 out of 10","6 out of 9","6 out of 10","3 out of 10","0.754","0.000","0.000","0.487","4 out of 10","0 out of 9","4 out of 10","0.726","0.000","1.799","1.679","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.000","0.471","4 out of 10","0 out of 9","4 out of 10","0.748","0.067","1.453","0.431","5 out of 10","7 out of 9","7 out of 10"
"2021","240080","UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW","2450 RIVERSIDE AVENUE",MINNEAPOLIS,MN,"55454",Hennepin,"0.687","0.000","1.626","1.075","0 out of 10","3 out of 9","3 out of 10","0.774","0.000","1.498","1.494","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.754","0.000","0.838","1.120","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","2.043","1.665","0 out of 10","1 out of 9","1 out of 10","0.763","0.000","0.731","1.036","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","1.383","1.017","0 out of 10","2 out of 9","2 out of 10"
"2021","240084",ESSENTIA HEALTH VIRGINIA,"901 9TH STREET NORTH",VIRGINIA,MN,"55792",Saint Louis,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.006","0.750","0 out of 10","2 out of 9","2 out of 10"
"2021","240088",CARRIS HEALTH LLC,"301 BECKER AVE SW",WILLMAR,MN,"56201",Kandiyohi,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0 out of 10","0.754","0.000","0.597","2.901","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.178","0.489","4 out of 10","6 out of 9","6 out of 10"
"2021","240093",MAYO CLINIC HEALTH SYSTEM - MANKATO,"1025 MARSH STREET",MANKATO,MN,"56001",Blue Earth,"0.687","0.000","0.321","1.138","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","2.491","0.912","0 out of 10","6 out of 9","6 out of 10","0 out of 10","0.754","0.000","0.705","1.435","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.748","0.067","1.225","0.482","4 out of 10","6 out of 9","6 out of 10"
"2021","240100",SANFORD BEMIDJI MEDICAL CENTER,"1300 ANNE ST NW",BEMIDJI,MN,"56601",Beltrami,"0.687","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.774","0.000","1.004","1.096","0 out of 10","0 out of 9","0 out of 10","10 out of 10","0.754","0.000","1.214","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,"0.734","1 out of 10",Not Available,"1 out of 10","0.748","0.067","1.358","0.520","4 out of 10","6 out of 9","6 out of 10"
"2021","240101",ESSENTIA HEALTH ST MARYS - DETROIT LAKES,"1027 WASHINGTON AVE",DETROIT LAKES,MN,"56501",Becker,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.308","2.316","0 out of 10","0 out of 9","0 out of 10"
"2021","240104",ST FRANCIS REGIONAL MEDICAL CENTER,"1455 ST FRANCIS AVENUE",SHAKOPEE,MN,"55379",Scott,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000","0.618",Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.812","0.579","3 out of 10","3 out of 9","3 out of 10"
"2021","240106",REGIONS HOSPITAL,"640 JACKSON STREET",SAINT PAUL,MN,"55101",Ramsey,"0.687","0.000","0.417","0.567","2 out of 10","0 out of 9","2 out of 10","0.774","0.000","0.531","0.479","4 out of 10","0 out of 9","4 out of 10","10 out of 10","0.754","0.000","0.789","0.000","10 out of 10","9 out of 9","10 out of 10","0.726","0.000","1.793","0.000","10 out of 10","9 out of 9","10 out of 10","0.763","0.000","0.992","0.645","2 out of 10","3 out of 9","3 out of 10","0.748","0.067","0.463","0.200","8 out of 10","6 out of 9","8 out of 10"
"2021","240115",MERCY HOSPITAL,"4050 COON RAPIDS BLVD",COON RAPIDS,MN,"55433",Anoka,"0.687","0.000","0.577","0.978","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.765","0.640","2 out of 10","1 out of 9","2 out of 10","7 out of 10","0.754","0.000","1.201","0.376","5 out of 10","6 out of 9","6 out of 10","0.726","0.000","4.846","0.555","3 out of 10","8 out of 9","8 out of 10","0.763","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.748","0.067","0.716","0.721","1 out of 10","0 out of 9","1 out of 10"
"2021","240141",FAIRVIEW NORTHLAND REGIONAL HOSPITAL,"911 NORTHLAND DR",PRINCETON,MN,"55371",Mille Lacs,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.506","1.134","0 out of 10","0 out of 9","0 out of 10"
"2021","240166",MAYO CLINIC HEALTH SYSTEM - FAIRMONT,"800 MEDICAL CENTER DRIVE, PO BOX 800",FAIRMONT,MN,"56031",Martin,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","2.365","0.574","3 out of 10","7 out of 9","7 out of 10"
"2021","240187",HUTCHINSON HEALTH,"1095 HIGHWAY 15 SOUTH",HUTCHINSON,MN,"55350",McLeod,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.123","0.253","7 out of 10","8 out of 9","8 out of 10"
"2021","240207",FAIRVIEW RIDGES HOSPITAL,"201 EAST NICOLLET BOULEVARD",BURNSVILLE,MN,"55337",Dakota,"0.687","0.000","1.823","1.311","0 out of 10","2 out of 9","2 out of 10","0.774","0.000","1.449","0.884","0 out of 10","3 out of 9","3 out of 10","4 out of 10","0.754","0.000","1.074","0.558","3 out of 10","4 out of 9","4 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.559","3 out of 10","0 out of 9","3 out of 10","0.748","0.067","1.334","0.733","1 out of 10","4 out of 9","4 out of 10"
"2021","240210",HEALTHEAST ST JOHN'S HOSPITAL,"1575 BEAM AVENUE",MAPLEWOOD,MN,"55109",Ramsey,"0.687","0.000","0.000","0.241","6 out of 10","0 out of 9","6 out of 10","0.774","0.000","0.753","1.333","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0.754","0.000","1.028","0.540","3 out of 10","4 out of 9","4 out of 10","0.726","0.000","0.828","2.184","0 out of 10","0 out of 9","0 out of 10","0.763","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.748","0.067","0.702","0.339","6 out of 10","5 out of 9","6 out of 10"
"2021","240213",HEALTHEAST WOODWINDS HOSPITAL,"1925 WOODWINDS DRIVE",WOODBURY,MN,"55125",Washington,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,"0.000","10 out of 10",Not Available,"10 out of 10","0.748","0.067","0.507","0.294","7 out of 10","4 out of 9","7 out of 10"
"2021","240214",MAPLE GROVE HOSPITAL,"9875 HOSPITAL DRIVE",MAPLE GROVE,MN,"55369",Hennepin,"0.687","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.845","0.999","0 out of 10","0 out of 9","0 out of 10","4 out of 10","0.754","0.000","1.613","0.839","0 out of 10","4 out of 9","4 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.748","0.067","0.526","0.406","5 out of 10","2 out of 9","5 out of 10"
"2021","250001",UNIVERSITY OF MISSISSIPPI MED CENTER,"2500 N STATE ST",JACKSON,MS,"39216",Hinds,"0.687","0.000","1.098","0.913","0 out of 10","1 out of 9","1 out of 10","0.774","0.000","0.636","0.356","5 out of 10","4 out of 9","5 out of 10","7 out of 10","0.754","0.000","3.038","0.878","0 out of 10","7 out of 9","7 out of 10","0.726","0.000","2.099","0.371","5 out of 10","8 out of 9","8 out of 10","0.763","0.000","1.163","1.348","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.742","0.313","6 out of 10","6 out of 9","6 out of 10"
"2021","250004",NORTH MISSISSIPPI MEDICAL CENTER,"830 S GLOSTER STREET",TUPELO,MS,"38801",Lee,"0.687","0.000","0.352","0.642","1 out of 10","0 out of 9","1 out of 10","0.774","0.000","0.753","1.070","0 out of 10","0 out of 9","0 out of 10","5 out of 10","0.754","0.000","1.409","0.612","2 out of 10","5 out of 9","5 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.514","0.710","1 out of 10","0 out of 9","1 out of 10","0.748","0.067","0.753","0.546","3 out of 10","3 out of 9","3 out of 10"
"2021","250006",BAPTIST MEMORIAL HOSPITAL UNION COUNTY,"200 HWY 30 WEST",NEW ALBANY,MS,"38652",Union,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","1.034","0.489","4 out of 10","5 out of 9","5 out of 10"
"2021","250007",MERIT HEALTH BILOXI,"150 REYNOIR STREET",BILOXI,MS,"39530",Harrison,"0.687","0.000","1.135","4.890","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.485","0.000","10 out of 10","9 out of 9","10 out of 10","0 out of 10","0.754","0.000","0.000","1.064","0 out of 10","0 out of 9","0 out of 10","0.726","0.000","2.636",Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.534",Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.333","0.632","2 out of 10","0 out of 9","2 out of 10"
"2021","250009",MAGNOLIA REGIONAL HEALTH CENTER,"611 ALCORN DRIVE",CORINTH,MS,"38834",Alcorn,"0.687","0.000","0.000","3.409","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.642","0.353","5 out of 10","4 out of 9","5 out of 10","10 out of 10","0.754","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.000","2.618","0 out of 10","0 out of 9","0 out of 10","0.748","0.067","0.825","1.071","0 out of 10","0 out of 9","0 out of 10"
"2021","250019",MEMORIAL HOSPITAL AT GULFPORT,"4500 13TH STREET",GULFPORT,MS,"39502",Harrison,"0.687","0.000","0.240","0.934","0 out of 10","0 out of 9","0 out of 10","0.774","0.000","0.565","0.408","5 out of 10","2 out of 9","5 out of 10","0 out of 10","0.754","0.000","0.378","2.854","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,"2.770","0 out of 10",Not Available,"0 out of 10","0.763","0.000","0.407","0.444","4 out of 10","0 out of 9","4 out of 10","0.748","0.067","1.040","0.855","0 out of 10","1 out of 9","1 out of 10"
"2021","250020",WEBSTER GENERAL HOSPITAL/ SWING BED,"70 MEDICAL PLAZA",EUPORA,MS,"39744",Webster,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.415","0.531","3 out of 10","0 out of 9","3 out of 10"
"2021","250025",NORTH MISSISSIPPI MEDICAL CENTER-GILMORE AMORY,"1105 EARL FRYE BLVD",AMORY,MS,"38821",Monroe,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000","0.000",Not Available,Not Available,Not Available,Not Available,"0 out of 10","0.754","0.000","0.728","0.922","0 out of 10","0 out of 9","0 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000","0.240","7 out of 10","0 out of 9","7 out of 10"
"2021","250031",MERIT HEALTH RIVER REGION,"2100 HWY 61 N",VICKSBURG,MS,"39183",Warren,"0.687","0.000","0.307","0.453","4 out of 10","0 out of 9","4 out of 10","0.774","0.000","1.100","0.340","6 out of 10","6 out of 9","6 out of 10","5 out of 10","0.754","0.000","0.398","0.406","5 out of 10","0 out of 9","5 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","3.047","1.816","0 out of 10","4 out of 9","4 out of 10","0.748","0.067","0.728","0.388","5 out of 10","5 out of 9","5 out of 10"
"2021","250034",BAPTIST MEMORIAL HOSPITAL NORTH MS,"1100 BELK BLVD",OXFORD,MS,"38655",Lafayette,"0.687","0.000","0.424","0.198","7 out of 10","5 out of 9","7 out of 10","0.774","0.000","0.593","0.171","8 out of 10","7 out of 9","8 out of 10","3 out of 10","0.754","0.000","1.377","0.829","0 out of 10","3 out of 9","3 out of 10","0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000","0.906","0.672","2 out of 10","2 out of 9","2 out of 10","0.748","0.067","1.158","0.472","4 out of 10","6 out of 9","6 out of 10"
"2021","250036",GEORGE REGIONAL HEALTH SYSTEM,"859 WINTER STREET",LUCEDALE,MS,"39452",George,"0.687","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.774","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"0.754","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.726","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.763","0.000",Not Available,Not Available,Not Available,Not Available,Not Available,"0.748","0.067","0.000",Not Available,Not Available,Not Available,Not Available
