"Fiscal Year","Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Communication with Nurses Floor","Communication with Nurses Achievement Threshold","Communication with Nurses Benchmark","Communication with Nurses Baseline Rate","Communication with Nurses Performance Rate","Communication with Nurses Achievement Points","Communication with Nurses Improvement Points","Communication with Nurses Dimension Score","Communication with Doctors Floor","Communication with Doctors Achievement Threshold","Communication with Doctors Benchmark","Communication with Doctors Baseline Rate","Communication with Doctors Performance Rate","Communication with Doctors Achievement Points","Communication with Doctors Improvement Points","Communication with Doctors Dimension Score","Responsiveness of Hospital Staff Floor","Responsiveness of Hospital Staff Achievement Threshold","Responsiveness of Hospital Staff Benchmark","Responsiveness of Hospital Staff Baseline Rate","Responsiveness of Hospital Staff Performance Rate","Responsiveness of Hospital Staff Achievement Points","Responsiveness of Hospital Staff Improvement Points","Responsiveness of Hospital Staff Dimension Score","Care Transition Floor","Care Transition Achievement Threshold","Care Transition Benchmark","Care Transition Baseline Rate","Care Transition Performance Rate","Care Transition Achievement Points","Care Transition Improvement Points","Care Transition Dimension Score","Communication About Medicines Floor","Communication About Medicines Achievement Threshold","Communication About Medicines Benchmark","Communication About Medicines Baseline Rate","Communication About Medicines Performance Rate","Communication About Medicines Achievement Points","Communication About Medicines Improvement Points","Communication About Medicines Dimension Score","Cleanliness and Quietness of Hospital Environment Floor","Cleanliness and Quietness of Hospital Environment Achievement Threshold","Cleanliness and Quietness of Hospital Environment Benchmark","Cleanliness and Quietness of Hospital Environment Baseline Rate","Cleanliness and Quietness of Hospital Environment Performance Rate","Cleanliness and Quietness of Hospital Environment Achievement Points","Cleanliness and Quietness of Hospital Environment Improvement Points","Cleanliness and Quietness of Hospital Environment Dimension Score","Discharge Information Floor","Discharge Information Achievement Threshold","Discharge Information Benchmark","Discharge Information Baseline Rate","Discharge Information Performance Rate","Discharge Information Achievement Points","Discharge Information Improvement Points","Discharge Information Dimension Score","Overall Rating of Hospital Floor","Overall Rating of Hospital Achievement Threshold","Overall Rating of Hospital Benchmark","Overall Rating of Hospital Baseline Rate","Overall Rating of Hospital Performance Rate","Overall Rating of Hospital Achievement Points","Overall Rating of Hospital Improvement Points","Overall Rating of Hospital Dimension Score","HCAHPS Base Score","HCAHPS Consistency Score"
"2021","320003",ALTA VISTA REGIONAL HOSPITAL,"104 LEGION DRIVE",LAS VEGAS,NM,"87701",San Miguel,"42.06","79.06","87.36","79.48","84.4692","6 out of 10","6 out of 9","6 out of 10","41.99","79.91","88.10","77.88","76.7051","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","63.01","71.5541","4 out of 10","4 out of 9","4 out of 10","6.53","51.87","63.32","45.87","42.0380","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.48","64.1173","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","67.93","66.8837","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","78.41","82.2270","0 out of 10","2 out of 9","2 out of 10","34.70","71.80","85.67","68.02","55.8994","0 out of 10","0 out of 9","0 out of 10","14","11"
"2021","320004",GERALD CHAMPION REGIONAL MEDICAL CENTER,"2669 SCENIC DRIVE",ALAMOGORDO,NM,"88310",Otero,"42.06","79.06","87.36","69.82","78.0780","0 out of 10","4 out of 9","4 out of 10","41.99","79.91","88.10","73.74","75.4504","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","57.17","65.5662","0 out of 10","3 out of 9","3 out of 10","6.53","51.87","63.32","41.32","46.8524","0 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","48.79","59.5546","0 out of 10","4 out of 9","4 out of 10","30.60","65.61","79.58","62.23","66.7163","1 out of 10","2 out of 9","2 out of 10","66.94","87.38","92.17","84.32","82.8330","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","57.25","65.9885","0 out of 10","3 out of 9","3 out of 10","19","15"
"2021","320005",SAN JUAN REGIONAL MEDICAL CENTER,"801 WEST MAPLE STREET",FARMINGTON,NM,"87401",San Juan,"42.06","79.06","87.36","75.44","75.1366","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","73.43","75.8953","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","67.23","59.9739","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","46.40","44.4642","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.81","56.5118","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","68.75","67.4175","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","85.32","82.6421","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","68.36","61.6023","0 out of 10","0 out of 9","0 out of 10","3","14"
"2021","320006",EASTERN NEW MEXICO MEDICAL CENTER,"405 W COUNTRY CLUB ROAD",ROSWELL,NM,"88201",Chaves,"42.06","79.06","87.36","73.32","69.1709","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","75.76","72.8423","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.54","51.5462","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","45.28","38.8177","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.49","55.0760","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","68.24","54.7528","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.24","79.5887","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.83","54.5109","0 out of 10","0 out of 9","0 out of 10","0","10"
"2021","320009",LOVELACE MEDICAL CENTER,"601 DR MARTIN LUTHER KING JR AVE NE",ALBUQUERQUE,NM,"87102",Bernalillo,"42.06","79.06","87.36","73.94","75.2375","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","73.54","75.4053","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","64.12","60.6052","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","51.98","44.5068","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.28","57.0819","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","63.12","63.8855","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","85.78","82.5103","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.61","65.4133","0 out of 10","0 out of 9","0 out of 10","1","15"
"2021","320011",PRESBYTERIAN ESPANOLA HOSPITAL,"1010 SPRUCE STREET",ESPANOLA,NM,"87532",Rio Arriba,"42.06","79.06","87.36","83.40","81.9178","4 out of 10","0 out of 9","4 out of 10","41.99","79.91","88.10","77.93","79.6180","0 out of 10","1 out of 9","1 out of 10","33.89","65.77","81.00","68.15","69.1380","2 out of 10","0 out of 9","2 out of 10","6.53","51.87","63.32","48.17","53.9819","2 out of 10","3 out of 9","3 out of 10","33.19","63.83","74.75","66.09","65.5081","2 out of 10","0 out of 9","2 out of 10","30.60","65.61","79.58","79.33","76.4269","7 out of 10","0 out of 9","7 out of 10","66.94","87.38","92.17","85.05","87.1906","0 out of 10","3 out of 9","3 out of 10","34.70","71.80","85.67","78.08","78.4730","5 out of 10","0 out of 9","5 out of 10","27","19"
"2021","320016",GILA REGIONAL MEDICAL CENTER,"1313 E 32ND ST",SILVER CITY,NM,"88061",Grant,"42.06","79.06","87.36","78.12","76.5714","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","82.18","75.2511","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","71.28","78.5446","8 out of 10","7 out of 9","8 out of 10","6.53","51.87","63.32","46.73","54.7452","3 out of 10","4 out of 9","4 out of 10","33.19","63.83","74.75","59.22","66.6119","3 out of 10","4 out of 9","4 out of 10","30.60","65.61","79.58","60.33","67.0309","1 out of 10","3 out of 9","3 out of 10","66.94","87.38","92.17","86.55","87.3414","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","60.20","68.3183","0 out of 10","3 out of 9","3 out of 10","23","17"
"2021","320017",LOVELACE WOMEN'S HOSPITAL,"4701 MONTGOMERY BOULEVARD NE",ALBUQUERQUE,NM,"87109",Bernalillo,"42.06","79.06","87.36","74.16","72.2666","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","73.76","72.2184","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","66.49","60.4824","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","50.37","42.8993","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.89","53.5392","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","60.52","60.8396","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.87","82.0193","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","72.37","63.5495","0 out of 10","0 out of 9","0 out of 10","0","13"
"2021","320018",MEMORIAL MEDICAL CENTER,"2450 SOUTH TELSHOR BLVD",LAS CRUCES,NM,"88011",Dona Ana,"42.06","79.06","87.36","74.17","74.3982","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.46","76.4546","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","59.47","58.8015","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","46.05","46.2942","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.18","59.6082","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","61.61","57.6449","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.03","86.4779","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.83","61.0218","0 out of 10","0 out of 9","0 out of 10","0","14"
"2021","320021",PRESBYTERIAN HOSPITAL,"1100 CENTRAL AVENUE SE",ALBUQUERQUE,NM,"87106",Bernalillo,"42.06","79.06","87.36","76.52","77.2209","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.30","77.9602","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.60","64.5781","0 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","50.98","53.3574","2 out of 10","1 out of 9","2 out of 10","33.19","63.83","74.75","62.79","61.6242","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","64.03","63.4811","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.73","85.8035","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","71.86","69.7035","0 out of 10","0 out of 9","0 out of 10","3","18"
"2021","320022",PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,"88101",Curry,"42.06","79.06","87.36","78.40","80.8125","2 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","77.10","79.6958","0 out of 10","2 out of 9","2 out of 10","33.89","65.77","81.00","72.52","70.6071","3 out of 10","0 out of 9","3 out of 10","6.53","51.87","63.32","48.78","49.6217","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.03","65.9002","2 out of 10","4 out of 9","4 out of 10","30.60","65.61","79.58","67.81","66.7883","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","88.97","89.4833","4 out of 10","1 out of 9","4 out of 10","34.70","71.80","85.67","64.18","65.5732","0 out of 10","0 out of 9","0 out of 10","16","16"
"2021","320030",ARTESIA GENERAL HOSPITAL,"702 N 13TH STREET",ARTESIA,NM,"88210",Eddy,"42.06","79.06","87.36",Not Available,"81.2120","3 out of 10",Not Available,"3 out of 10","41.99","79.91","88.10",Not Available,"81.7298","2 out of 10",Not Available,"2 out of 10","33.89","65.77","81.00",Not Available,"80.6018","9 out of 10",Not Available,"9 out of 10","6.53","51.87","63.32",Not Available,"54.4236","3 out of 10",Not Available,"3 out of 10","33.19","63.83","74.75",Not Available,"71.0499","6 out of 10",Not Available,"6 out of 10","30.60","65.61","79.58",Not Available,"73.6781","6 out of 10",Not Available,"6 out of 10","66.94","87.38","92.17",Not Available,"89.6514","5 out of 10",Not Available,"5 out of 10","34.70","71.80","85.67",Not Available,"77.1521","4 out of 10",Not Available,"4 out of 10","38","20"
"2021","320033",LOS ALAMOS MEDICAL CENTER,"3917 WEST ROAD",LOS ALAMOS,NM,"87544",Los Alamos,"42.06","79.06","87.36","76.35","87.7964","10 out of 10","9 out of 9","10 out of 10","41.99","79.91","88.10","82.50","87.6137","9 out of 10","9 out of 9","9 out of 10","33.89","65.77","81.00","72.79","79.0925","8 out of 10","7 out of 9","8 out of 10","6.53","51.87","63.32","58.96","51.2083","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","64.09","64.4120","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","60.68","63.5361","0 out of 10","1 out of 9","1 out of 10","66.94","87.38","92.17","88.68","89.6491","5 out of 10","2 out of 9","5 out of 10","34.70","71.80","85.67","73.02","68.4061","0 out of 10","0 out of 9","0 out of 10","34","18"
"2021","320038",REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,"1901 RED ROCK DRIVE",GALLUP,NM,"87301",McKinley,"42.06","79.06","87.36","68.03","63.7061","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","64.69","63.0743","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","53.52","53.8098","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","36.67","39.8686","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","64.66","58.2751","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","59.67","49.4553","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","75.84","78.0877","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","58.08","55.1516","0 out of 10","0 out of 9","0 out of 10","2","10"
"2021","320061",GALLUP INDIAN MEDICAL CENTER,"516 E NIZHONI BLVD",GALLUP,NM,"87301",McKinley,"42.06","79.06","87.36","75.84","78.3442","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","76.87","82.5904","3 out of 10","5 out of 9","5 out of 10","33.89","65.77","81.00","64.31","72.7425","5 out of 10","5 out of 9","5 out of 10","6.53","51.87","63.32","39.85","52.0606","1 out of 10","5 out of 9","5 out of 10","33.19","63.83","74.75","61.60","70.7910","6 out of 10","6 out of 9","6 out of 10","30.60","65.61","79.58","58.78","67.1598","1 out of 10","4 out of 9","4 out of 10","66.94","87.38","92.17","82.76","83.4359","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","62.67","68.3380","0 out of 10","2 out of 9","2 out of 10","29","16"
"2021","320063",CARLSBAD MEDICAL CENTER,"2430 WEST PIERCE STREET",CARLSBAD,NM,"88220",Eddy,"42.06","79.06","87.36","78.46","76.2145","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.61","75.0121","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","75.71","68.5911","2 out of 10","0 out of 9","2 out of 10","6.53","51.87","63.32","47.01","43.6609","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","68.32","62.0723","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","66.28","65.9230","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","84.78","79.3413","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","66.01","61.7712","0 out of 10","0 out of 9","0 out of 10","3","12"
"2021","320065",LEA REGIONAL MEDICAL CENTER,"5419 N LOVINGTON HIGHWAY",HOBBS,NM,"88240",Lea,"42.06","79.06","87.36","71.18","68.0423","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","73.83","72.4584","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","60.92","67.7281","2 out of 10","3 out of 9","3 out of 10","6.53","51.87","63.32","40.50","41.0825","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.07","53.0164","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","64.09","62.5195","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","83.12","79.8584","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","55.48","50.6714","0 out of 10","0 out of 9","0 out of 10","3","8"
"2021","320074",LOVELACE WESTSIDE HOSPITAL,"10501 GOLF COURSE ROAD NW",ALBUQUERQUE,NM,"87114",Bernalillo,"42.06","79.06","87.36","80.25","77.1989","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","78.61","75.3532","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","69.17","66.0652","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","54.81","47.9801","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","68.65","63.4385","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","66.39","65.8826","1 out of 10","0 out of 9","1 out of 10","66.94","87.38","92.17","89.16","86.0714","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","75.93","70.6622","0 out of 10","0 out of 9","0 out of 10","2","17"
"2021","320085",MOUNTAIN VIEW REGIONAL MEDICAL CENTER,"4311 EAST LOHMAN AVENUE",LAS CRUCES,NM,"88011",Dona Ana,"42.06","79.06","87.36","71.04","74.5374","0 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","73.99","75.1301","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","66.82","65.8187","1 out of 10","0 out of 9","1 out of 10","6.53","51.87","63.32","51.71","46.5032","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","59.00","57.1482","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","62.01","63.2745","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","84.97","84.2234","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","70.03","66.3098","0 out of 10","0 out of 9","0 out of 10","3","15"
"2021","320086",LOVELACE REGIONAL HOSPITAL - ROSWELL,"117 EAST 19TH STREET",ROSWELL,NM,"88201",Chaves,"42.06","79.06","87.36","77.33","79.6144","1 out of 10","2 out of 9","2 out of 10","41.99","79.91","88.10","82.99","83.4852","4 out of 10","0 out of 9","4 out of 10","33.89","65.77","81.00","65.71","71.3686","4 out of 10","3 out of 9","4 out of 10","6.53","51.87","63.32","52.23","51.1873","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","63.45","66.9104","3 out of 10","3 out of 9","3 out of 10","30.60","65.61","79.58","69.73","70.1916","3 out of 10","0 out of 9","3 out of 10","66.94","87.38","92.17","88.26","88.3144","2 out of 10","0 out of 9","2 out of 10","34.70","71.80","85.67","74.97","74.8472","2 out of 10","0 out of 9","2 out of 10","20","19"
"2021","320089",UNM SANDOVAL REGIONAL MEDICAL CENTER,"3001 BROADMOOR BLVD NE",RIO RANCHO,NM,"87144",Sandoval,"42.06","79.06","87.36","72.80","80.6415","2 out of 10","5 out of 9","5 out of 10","41.99","79.91","88.10","80.88","83.2920","4 out of 10","3 out of 9","4 out of 10","33.89","65.77","81.00","62.56","65.8584","1 out of 10","1 out of 9","1 out of 10","6.53","51.87","63.32","49.43","56.7808","4 out of 10","5 out of 9","5 out of 10","33.19","63.83","74.75","57.05","62.7142","0 out of 10","3 out of 9","3 out of 10","30.60","65.61","79.58","71.06","68.1624","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","88.92","91.1801","8 out of 10","6 out of 9","8 out of 10","34.70","71.80","85.67","74.23","79.7865","6 out of 10","4 out of 9","6 out of 10","34","19"
"2021","330004",HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,"396 BROADWAY",KINGSTON,NY,"12401",Ulster,"42.06","79.06","87.36","76.73","74.8399","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","71.70","70.0789","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","61.82","53.4435","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","42.05","38.5182","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","62.51","57.8971","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","55.94","53.7266","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","87.65","82.2698","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","59.26","51.2014","0 out of 10","0 out of 9","0 out of 10","0","8"
"2021","330005",KALEIDA HEALTH,"100 HIGH STREET",BUFFALO,NY,"14210",Erie,"42.06","79.06","87.36","74.43","74.6348","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","76.59","74.1345","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","58.62","59.3988","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","46.25","48.3995","0 out of 10","1 out of 9","1 out of 10","33.19","63.83","74.75","56.72","59.6223","0 out of 10","1 out of 9","1 out of 10","30.60","65.61","79.58","51.92","52.1762","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","86.07","88.5297","3 out of 10","4 out of 9","4 out of 10","34.70","71.80","85.67","67.14","65.6793","0 out of 10","0 out of 9","0 out of 10","6","12"
"2021","330006",ST JOSEPH'S MEDICAL CENTER,"127 SOUTH BROADWAY",YONKERS,NY,"10701",Westchester,"42.06","79.06","87.36","75.13","69.4949","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.78","74.1955","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","57.59","55.9478","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.40","46.3632","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","61.26","52.5245","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","65.91","65.0342","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","83.72","82.9250","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","58.71","52.1255","0 out of 10","0 out of 9","0 out of 10","0","9"
"2021","330008",WYOMING COUNTY COMMUNITY HOSPITAL,"400 NORTH MAIN STREET",WARSAW,NY,"14569",Wyoming,"42.06","79.06","87.36","81.05","83.2939","5 out of 10","3 out of 9","5 out of 10","41.99","79.91","88.10","77.58","78.5018","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","69.48","73.0018","5 out of 10","3 out of 9","5 out of 10","6.53","51.87","63.32","51.15","53.7706","2 out of 10","2 out of 9","2 out of 10","33.19","63.83","74.75","66.81","64.1506","1 out of 10","0 out of 9","1 out of 10","30.60","65.61","79.58","69.36","67.3441","2 out of 10","0 out of 9","2 out of 10","66.94","87.38","92.17","89.62","91.1079","8 out of 10","5 out of 9","8 out of 10","34.70","71.80","85.67","66.73","72.2990","1 out of 10","2 out of 9","2 out of 10","25","19"
"2021","330009",BRONX-LEBANON HOSPITAL CENTER,"1276 FULTON AVENUE",BRONX,NY,"10456",Bronx,"42.06","79.06","87.36","69.55","69.0538","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","77.08","75.1932","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","51.49","50.3467","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","48.43","46.3214","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","51.02","56.0295","0 out of 10","2 out of 9","2 out of 10","30.60","65.61","79.58","61.62","60.5912","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","81.17","81.4268","0 out of 10","0 out of 9","0 out of 10","34.70","71.80","85.67","56.21","54.4615","0 out of 10","0 out of 9","0 out of 10","2","10"
"2021","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE",BINGHAMTON,NY,"13905",Broome,"42.06","79.06","87.36","77.18","75.2491","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","75.85","72.3861","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","65.42","60.6598","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","54.58","52.0952","1 out of 10","0 out of 9","1 out of 10","33.19","63.83","74.75","62.47","60.3654","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","63.21","64.6394","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","89.07","89.2551","4 out of 10","0 out of 9","4 out of 10","34.70","71.80","85.67","73.01","66.8821","0 out of 10","0 out of 9","0 out of 10","5","16"
"2021","330013",ALBANY MEDICAL CENTER HOSPITAL,"43 NEW SCOTLAND AVENUE, MAIL CODE 34",ALBANY,NY,"12208",Albany,"42.06","79.06","87.36","75.11","75.2038","0 out of 10","0 out of 9","0 out of 10","41.99","79.91","88.10","72.13","70.7973","0 out of 10","0 out of 9","0 out of 10","33.89","65.77","81.00","58.22","58.9346","0 out of 10","0 out of 9","0 out of 10","6.53","51.87","63.32","44.46","45.2043","0 out of 10","0 out of 9","0 out of 10","33.19","63.83","74.75","60.22","59.1462","0 out of 10","0 out of 9","0 out of 10","30.60","65.61","79.58","52.98","52.4944","0 out of 10","0 out of 9","0 out of 10","66.94","87.38","92.17","81.88","83.7098","0 out of 10","1 out of 9","1 out of 10","34.70","71.80","85.67","64.30","62.7152","0 out of 10","0 out of 9","0 out of 10","1","12"
